dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,dep,libelle_departement,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,2170.00,13960.00,6711525.00,1930.00,32,Hauts-de-France,80,Somme,GZ,Commerce,2020-07-21
Activite Partielle,300.00,7215.00,3401995.00,270.00,32,Hauts-de-France,80,Somme,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1215.00,7325.00,3757215.00,985.00,32,Hauts-de-France,80,Somme,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,100.00,825.00,361240.00,85.00,32,Hauts-de-France,80,Somme,JZ,Information et communication,2020-07-21
Activite Partielle,260.00,1185.00,499915.00,235.00,32,Hauts-de-France,80,Somme,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,160.00,610.00,295160.00,150.00,32,Hauts-de-France,80,Somme,LZ,Activités immobilières,2020-07-21
Activite Partielle,1180.00,17555.00,5697750.00,1005.00,32,Hauts-de-France,80,Somme,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,755.00,6475.00,2705230.00,645.00,32,Hauts-de-France,80,Somme,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1115.00,5745.00,2018790.00,875.00,32,Hauts-de-France,80,Somme,RU,Autres activités de services,2020-07-21
Activite Partielle,40.00,160.00,53085.00,35.00,11,Île-de-France,91,Essonne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,325.00,2890.00,1390550.00,290.00,11,Île-de-France,91,Essonne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,215.00,10345.00,5118965.00,180.00,11,Île-de-France,91,Essonne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,30.00,5545.00,2998665.00,25.00,11,Île-de-France,91,Essonne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,805.00,11150.00,5561045.00,650.00,11,Île-de-France,91,Essonne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,115.00,2385.00,1107350.00,100.00,11,Île-de-France,91,Essonne,DE,Industries extractives,2020-07-21
Activite Partielle,4470.00,40500.00,20137715.00,3705.00,11,Île-de-France,91,Essonne,FZ,Construction,2020-07-21
Activite Partielle,4975.00,45460.00,22322970.00,4320.00,11,Île-de-France,91,Essonne,GZ,Commerce,2020-07-21
Activite Partielle,1245.00,26930.00,13853850.00,990.00,11,Île-de-France,91,Essonne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,2425.00,18010.00,9855100.00,1955.00,11,Île-de-France,91,Essonne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,515.00,4485.00,1897815.00,425.00,11,Île-de-France,91,Essonne,JZ,Information et communication,2020-07-21
Activite Partielle,530.00,3130.00,1238870.00,480.00,11,Île-de-France,91,Essonne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,560.00,2245.00,1023410.00,495.00,11,Île-de-France,91,Essonne,LZ,Activités immobilières,2020-07-21
Activite Partielle,3460.00,79145.00,32828305.00,2845.00,11,Île-de-France,91,Essonne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1615.00,13025.00,4658080.00,1355.00,11,Île-de-France,91,Essonne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2585.00,13850.00,5154195.00,2010.00,11,Île-de-France,91,Essonne,RU,Autres activités de services,2020-07-21
Activite Partielle,510.00,4515.00,2606885.00,455.00,11,Île-de-France,92,Hauts-de-Seine,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,5.00,465.00,290145.00,5.00,11,Île-de-France,92,Hauts-de-Seine,C2,Cokéfaction et raffinage,2020-07-21
Activite Partielle,150.00,10315.00,2466225.00,125.00,11,Île-de-France,92,Hauts-de-Seine,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,6770.00,2344125.00,25.00,11,Île-de-France,92,Hauts-de-Seine,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,660.00,12020.00,4702925.00,545.00,11,Île-de-France,92,Hauts-de-Seine,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,125.00,5345.00,1853395.00,120.00,11,Île-de-France,92,Hauts-de-Seine,DE,Industries extractives,2020-07-21
Activite Partielle,3435.00,41350.00,17578585.00,2875.00,11,Île-de-France,92,Hauts-de-Seine,FZ,Construction,2020-07-21
Activite Partielle,6390.00,63670.00,27573310.00,5500.00,11,Île-de-France,92,Hauts-de-Seine,GZ,Commerce,2020-07-21
Activite Partielle,1405.00,31615.00,9776635.00,1110.00,11,Île-de-France,92,Hauts-de-Seine,HZ,Transports et entreposage,2020-07-21
Activite Partielle,5245.00,46940.00,28436735.00,4275.00,11,Île-de-France,92,Hauts-de-Seine,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,2950.00,81220.00,31847585.00,2435.00,11,Île-de-France,92,Hauts-de-Seine,JZ,Information et communication,2020-07-21
Activite Partielle,1095.00,22505.00,6185475.00,970.00,11,Île-de-France,92,Hauts-de-Seine,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,1075.00,7165.00,2687565.00,945.00,11,Île-de-France,92,Hauts-de-Seine,LZ,Activités immobilières,2020-07-21
Activite Partielle,7710.00,178410.00,69535140.00,6460.00,11,Île-de-France,92,Hauts-de-Seine,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,2975.00,35355.00,10873860.00,2475.00,11,Île-de-France,92,Hauts-de-Seine,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,3440.00,27935.00,9264940.00,2780.00,11,Île-de-France,92,Hauts-de-Seine,RU,Autres activités de services,2020-07-21
Activite Partielle,20.00,180.00,83220.00,15.00,11,Île-de-France,75,Paris,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,1385.00,11005.00,5596855.00,1190.00,11,Île-de-France,75,Paris,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,130.00,2205.00,1066130.00,115.00,11,Île-de-France,75,Paris,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,25.00,2960.00,1328110.00,15.00,11,Île-de-France,75,Paris,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,2435.00,20495.00,9855325.00,1980.00,11,Île-de-France,75,Paris,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,90.00,1690.00,795595.00,75.00,11,Île-de-France,75,Paris,DE,Industries extractives,2020-07-21
Activite Partielle,6405.00,37735.00,19149880.00,5245.00,11,Île-de-France,75,Paris,FZ,Construction,2020-07-21
Activite Partielle,22165.00,149515.00,72855120.00,18805.00,11,Île-de-France,75,Paris,GZ,Commerce,2020-07-21
Activite Partielle,2355.00,77140.00,19872990.00,1845.00,11,Île-de-France,75,Paris,HZ,Transports et entreposage,2020-07-21
Activite Partielle,20295.00,186240.00,130081960.00,16465.00,11,Île-de-France,75,Paris,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,7615.00,93880.00,38937405.00,6195.00,11,Île-de-France,75,Paris,JZ,Information et communication,2020-07-21
Activite Partielle,3525.00,24925.00,10642185.00,3100.00,11,Île-de-France,75,Paris,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,3475.00,19560.00,8515185.00,3065.00,11,Île-de-France,75,Paris,LZ,Activités immobilières,2020-07-21
Activite Partielle,22895.00,270930.00,119414700.00,19190.00,11,Île-de-France,75,Paris,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,6945.00,77030.00,27420065.00,5905.00,11,Île-de-France,75,Paris,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,11335.00,85070.00,29972795.00,9050.00,11,Île-de-France,75,Paris,RU,Autres activités de services,2020-07-21
Activite Partielle,120.00,640.00,321710.00,110.00,11,Île-de-France,77,Seine-et-Marne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,370.00,3150.00,1651745.00,350.00,11,Île-de-France,77,Seine-et-Marne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,215.00,5405.00,2631660.00,175.00,11,Île-de-France,77,Seine-et-Marne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,45.00,5835.00,3871365.00,40.00,11,Île-de-France,77,Seine-et-Marne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,1215.00,21280.00,10648270.00,1000.00,11,Île-de-France,77,Seine-et-Marne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,190.00,3265.00,1602415.00,170.00,11,Île-de-France,77,Seine-et-Marne,DE,Industries extractives,2020-07-21
Activite Partielle,4780.00,43300.00,22132905.00,4160.00,11,Île-de-France,77,Seine-et-Marne,FZ,Construction,2020-07-21
Activite Partielle,6035.00,53195.00,28107560.00,5425.00,11,Île-de-France,77,Seine-et-Marne,GZ,Commerce,2020-07-21
Activite Partielle,1470.00,38230.00,21862855.00,1225.00,11,Île-de-France,77,Seine-et-Marne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,2835.00,25000.00,15092455.00,2390.00,11,Île-de-France,77,Seine-et-Marne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,415.00,3285.00,1587090.00,345.00,11,Île-de-France,77,Seine-et-Marne,JZ,Information et communication,2020-07-21
Activite Partielle,600.00,2280.00,1229640.00,540.00,11,Île-de-France,77,Seine-et-Marne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,595.00,2320.00,1170110.00,550.00,11,Île-de-France,77,Seine-et-Marne,LZ,Activités immobilières,2020-07-21
Activite Partielle,3505.00,52725.00,23798975.00,3060.00,11,Île-de-France,77,Seine-et-Marne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1810.00,13110.00,5153130.00,1590.00,11,Île-de-France,77,Seine-et-Marne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2610.00,28065.00,14622465.00,2165.00,11,Île-de-France,77,Seine-et-Marne,RU,Autres activités de services,2020-07-21
Activite Partielle,10.00,40.00,19245.00,10.00,11,Île-de-France,93,Seine-Saint-Denis,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,485.00,4320.00,2228065.00,415.00,11,Île-de-France,93,Seine-Saint-Denis,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,150.00,3130.00,1677590.00,115.00,11,Île-de-France,93,Seine-Saint-Denis,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,20.00,4040.00,1231190.00,15.00,11,Île-de-France,93,Seine-Saint-Denis,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,1025.00,14020.00,6821535.00,860.00,11,Île-de-France,93,Seine-Saint-Denis,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,150.00,5060.00,2038385.00,140.00,11,Île-de-France,93,Seine-Saint-Denis,DE,Industries extractives,2020-07-21
Activite Partielle,8625.00,67905.00,31627885.00,6970.00,11,Île-de-France,93,Seine-Saint-Denis,FZ,Construction,2020-07-21
Activite Partielle,8510.00,67490.00,28353045.00,7175.00,11,Île-de-France,93,Seine-Saint-Denis,GZ,Commerce,2020-07-21
Activite Partielle,3065.00,106420.00,50463250.00,2430.00,11,Île-de-France,93,Seine-Saint-Denis,HZ,Transports et entreposage,2020-07-21
Activite Partielle,4100.00,27955.00,15071030.00,3270.00,11,Île-de-France,93,Seine-Saint-Denis,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,1000.00,14285.00,5650665.00,840.00,11,Île-de-France,93,Seine-Saint-Denis,JZ,Information et communication,2020-07-21
Activite Partielle,545.00,3740.00,1810900.00,475.00,11,Île-de-France,93,Seine-Saint-Denis,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,615.00,3225.00,1220210.00,545.00,11,Île-de-France,93,Seine-Saint-Denis,LZ,Activités immobilières,2020-07-21
Activite Partielle,4255.00,82460.00,35260905.00,3480.00,11,Île-de-France,93,Seine-Saint-Denis,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1970.00,18650.00,8940625.00,1685.00,11,Île-de-France,93,Seine-Saint-Denis,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2900.00,19625.00,7417655.00,2340.00,11,Île-de-France,93,Seine-Saint-Denis,RU,Autres activités de services,2020-07-21
Activite Partielle,20.00,80.00,39880.00,20.00,11,Île-de-France,94,Val-de-Marne,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,395.00,4065.00,1911550.00,345.00,11,Île-de-France,94,Val-de-Marne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,145.00,3685.00,1639960.00,115.00,11,Île-de-France,94,Val-de-Marne,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,15.00,1890.00,769390.00,10.00,11,Île-de-France,94,Val-de-Marne,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,690.00,8570.00,3916185.00,585.00,11,Île-de-France,94,Val-de-Marne,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,100.00,1960.00,866860.00,95.00,11,Île-de-France,94,Val-de-Marne,DE,Industries extractives,2020-07-21
Activite Partielle,4820.00,45420.00,20889270.00,4130.00,11,Île-de-France,94,Val-de-Marne,FZ,Construction,2020-07-21
Activite Partielle,5690.00,50675.00,23061580.00,5025.00,11,Île-de-France,94,Val-de-Marne,GZ,Commerce,2020-07-21
Activite Partielle,1575.00,31600.00,16237115.00,1320.00,11,Île-de-France,94,Val-de-Marne,HZ,Transports et entreposage,2020-07-21
Activite Partielle,3290.00,23810.00,13256810.00,2760.00,11,Île-de-France,94,Val-de-Marne,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,855.00,6780.00,2948605.00,705.00,11,Île-de-France,94,Val-de-Marne,JZ,Information et communication,2020-07-21
Activite Partielle,550.00,2610.00,1003230.00,480.00,11,Île-de-France,94,Val-de-Marne,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,650.00,3055.00,1221490.00,580.00,11,Île-de-France,94,Val-de-Marne,LZ,Activités immobilières,2020-07-21
Activite Partielle,3780.00,63175.00,24308245.00,3230.00,11,Île-de-France,94,Val-de-Marne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1975.00,17235.00,5999575.00,1665.00,11,Île-de-France,94,Val-de-Marne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2830.00,18205.00,5745075.00,2300.00,11,Île-de-France,94,Val-de-Marne,RU,Autres activités de services,2020-07-21
Activite Partielle,65.00,270.00,101025.00,50.00,11,Île-de-France,95,Val-d'Oise,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,315.00,2285.00,1011620.00,255.00,11,Île-de-France,95,Val-d'Oise,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,200.00,4965.00,2115450.00,155.00,11,Île-de-France,95,Val-d'Oise,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,35.00,3980.00,1798905.00,30.00,11,Île-de-France,95,Val-d'Oise,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,900.00,13730.00,6974300.00,750.00,11,Île-de-France,95,Val-d'Oise,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,135.00,2120.00,1064670.00,120.00,11,Île-de-France,95,Val-d'Oise,DE,Industries extractives,2020-07-21
Activite Partielle,4805.00,36475.00,16967220.00,3995.00,11,Île-de-France,95,Val-d'Oise,FZ,Construction,2020-07-21
Activite Partielle,5020.00,41880.00,19848485.00,4385.00,11,Île-de-France,95,Val-d'Oise,GZ,Commerce,2020-07-21
Activite Partielle,1745.00,33840.00,19949325.00,1390.00,11,Île-de-France,95,Val-d'Oise,HZ,Transports et entreposage,2020-07-21
Activite Partielle,2425.00,19690.00,12046145.00,2000.00,11,Île-de-France,95,Val-d'Oise,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,530.00,3905.00,2086500.00,440.00,11,Île-de-France,95,Val-d'Oise,JZ,Information et communication,2020-07-21
Activite Partielle,435.00,2155.00,953145.00,390.00,11,Île-de-France,95,Val-d'Oise,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,485.00,1755.00,866305.00,445.00,11,Île-de-France,95,Val-d'Oise,LZ,Activités immobilières,2020-07-21
Activite Partielle,3270.00,50405.00,20861660.00,2700.00,11,Île-de-France,95,Val-d'Oise,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1485.00,11605.00,4445325.00,1275.00,11,Île-de-France,95,Val-d'Oise,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2255.00,11965.00,4836490.00,1820.00,11,Île-de-France,95,Val-d'Oise,RU,Autres activités de services,2020-07-21
Activite Partielle,90.00,275.00,127785.00,80.00,11,Île-de-France,78,Yvelines,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,350.00,2465.00,1063115.00,325.00,11,Île-de-France,78,Yvelines,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,195.00,11885.00,6634745.00,160.00,11,Île-de-France,78,Yvelines,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,85.00,64230.00,16619660.00,60.00,11,Île-de-France,78,Yvelines,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,750.00,15595.00,8034730.00,640.00,11,Île-de-France,78,Yvelines,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,130.00,3385.00,1392330.00,120.00,11,Île-de-France,78,Yvelines,DE,Industries extractives,2020-07-21
Activite Partielle,3650.00,38840.00,16495480.00,3150.00,11,Île-de-France,78,Yvelines,FZ,Construction,2020-07-21
Activite Partielle,5955.00,60070.00,25352190.00,5265.00,11,Île-de-France,78,Yvelines,GZ,Commerce,2020-07-21
Activite Partielle,915.00,15350.00,7049960.00,740.00,11,Île-de-France,78,Yvelines,HZ,Transports et entreposage,2020-07-21
Activite Partielle,3210.00,39715.00,21582195.00,2695.00,11,Île-de-France,78,Yvelines,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,760.00,7770.00,3293295.00,605.00,11,Île-de-France,78,Yvelines,JZ,Information et communication,2020-07-21
Activite Partielle,625.00,3795.00,1402165.00,545.00,11,Île-de-France,78,Yvelines,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,795.00,3520.00,1411520.00,700.00,11,Île-de-France,78,Yvelines,LZ,Activités immobilières,2020-07-21
Activite Partielle,4160.00,74070.00,34091975.00,3510.00,11,Île-de-France,78,Yvelines,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,2285.00,20770.00,6871690.00,1910.00,11,Île-de-France,78,Yvelines,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,2990.00,17090.00,5940755.00,2425.00,11,Île-de-France,78,Yvelines,RU,Autres activités de services,2020-07-21
Activite Partielle,185.00,1290.00,678330.00,170.00,04,La Réunion,974,La Réunion,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,505.00,4905.00,2244385.00,460.00,04,La Réunion,974,La Réunion,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,85.00,740.00,363690.00,70.00,04,La Réunion,974,La Réunion,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,20.00,105.00,43155.00,20.00,04,La Réunion,974,La Réunion,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,845.00,6200.00,3257875.00,760.00,04,La Réunion,974,La Réunion,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,135.00,2210.00,869355.00,120.00,04,La Réunion,974,La Réunion,DE,Industries extractives,2020-07-21
Activite Partielle,2270.00,17050.00,8342680.00,2055.00,04,La Réunion,974,La Réunion,FZ,Construction,2020-07-21
Activite Partielle,4015.00,23665.00,12982750.00,3675.00,04,La Réunion,974,La Réunion,GZ,Commerce,2020-07-21
Activite Partielle,740.00,9985.00,5197220.00,680.00,04,La Réunion,974,La Réunion,HZ,Transports et entreposage,2020-07-21
Activite Partielle,1570.00,11215.00,6721800.00,1375.00,04,La Réunion,974,La Réunion,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,250.00,1720.00,809250.00,225.00,04,La Réunion,974,La Réunion,JZ,Information et communication,2020-07-21
Activite Partielle,530.00,2420.00,1076480.00,495.00,04,La Réunion,974,La Réunion,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,275.00,1300.00,633950.00,240.00,04,La Réunion,974,La Réunion,LZ,Activités immobilières,2020-07-21
Activite Partielle,1935.00,17120.00,7632370.00,1765.00,04,La Réunion,974,La Réunion,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1725.00,12630.00,4990420.00,1560.00,04,La Réunion,974,La Réunion,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1670.00,8555.00,3335780.00,1465.00,04,La Réunion,974,La Réunion,RU,Autres activités de services,2020-07-21
Activite Partielle,150.00,1375.00,515120.00,125.00,02,Martinique,972,Martinique,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,250.00,1760.00,740960.00,220.00,02,Martinique,972,Martinique,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,25.00,120.00,46460.00,25.00,02,Martinique,972,Martinique,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,10.00,30.00,16480.00,10.00,02,Martinique,972,Martinique,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,445.00,2520.00,1337325.00,390.00,02,Martinique,972,Martinique,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,80.00,880.00,376705.00,75.00,02,Martinique,972,Martinique,DE,Industries extractives,2020-07-21
Activite Partielle,890.00,5610.00,2671665.00,745.00,02,Martinique,972,Martinique,FZ,Construction,2020-07-21
Activite Partielle,1985.00,10265.00,5257835.00,1755.00,02,Martinique,972,Martinique,GZ,Commerce,2020-07-21
Activite Partielle,505.00,4990.00,2354595.00,425.00,02,Martinique,972,Martinique,HZ,Transports et entreposage,2020-07-21
Activite Partielle,840.00,6260.00,3288600.00,725.00,02,Martinique,972,Martinique,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,150.00,865.00,307940.00,125.00,02,Martinique,972,Martinique,JZ,Information et communication,2020-07-21
Activite Partielle,305.00,1295.00,520150.00,275.00,02,Martinique,972,Martinique,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,140.00,445.00,274830.00,130.00,02,Martinique,972,Martinique,LZ,Activités immobilières,2020-07-21
Activite Partielle,1330.00,12415.00,4399380.00,1135.00,02,Martinique,972,Martinique,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,675.00,5635.00,1931000.00,595.00,02,Martinique,972,Martinique,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,790.00,4330.00,1839440.00,670.00,02,Martinique,972,Martinique,RU,Autres activités de services,2020-07-21
Activite Partielle,25.00,105.00,32785.00,15.00,06,Mayotte,976,Mayotte,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,55.00,510.00,305835.00,40.00,06,Mayotte,976,Mayotte,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,75.00,585.00,295435.00,65.00,06,Mayotte,976,Mayotte,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,15.00,440.00,297760.00,10.00,06,Mayotte,976,Mayotte,DE,Industries extractives,2020-07-21
Activite Partielle,250.00,3540.00,2116700.00,195.00,06,Mayotte,976,Mayotte,FZ,Construction,2020-07-21
Activite Partielle,365.00,2100.00,1099705.00,290.00,06,Mayotte,976,Mayotte,GZ,Commerce,2020-07-21
Activite Partielle,160.00,1360.00,854790.00,130.00,06,Mayotte,976,Mayotte,HZ,Transports et entreposage,2020-07-21
Activite Partielle,240.00,1335.00,536720.00,140.00,06,Mayotte,976,Mayotte,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,30.00,135.00,78185.00,25.00,06,Mayotte,976,Mayotte,JZ,Information et communication,2020-07-21
Activite Partielle,15.00,85.00,48035.00,15.00,06,Mayotte,976,Mayotte,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,15.00,180.00,102680.00,15.00,06,Mayotte,976,Mayotte,LZ,Activités immobilières,2020-07-21
Activite Partielle,240.00,2145.00,812200.00,200.00,06,Mayotte,976,Mayotte,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,175.00,2130.00,771245.00,130.00,06,Mayotte,976,Mayotte,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,160.00,840.00,254435.00,120.00,06,Mayotte,976,Mayotte,RU,Autres activités de services,2020-07-21
Activite Partielle,350.00,1285.00,539555.00,305.00,28,Normandie,14,Calvados,AZ,"Agriculture, sylviculture et pêche",2020-07-21
Activite Partielle,405.00,3435.00,1138220.00,370.00,28,Normandie,14,Calvados,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-21
Activite Partielle,75.00,2065.00,978285.00,60.00,28,Normandie,14,Calvados,C3,Fabr. d'équipements ; fabrication de machines,2020-07-21
Activite Partielle,35.00,7720.00,3164260.00,30.00,28,Normandie,14,Calvados,C4,Fabrication de matériels de transport,2020-07-21
Activite Partielle,575.00,12760.00,6199710.00,515.00,28,Normandie,14,Calvados,C5,Fabrication d'autres produits indus.,2020-07-21
Activite Partielle,75.00,1265.00,585400.00,75.00,28,Normandie,14,Calvados,DE,Industries extractives,2020-07-21
Activite Partielle,1950.00,14650.00,7718195.00,1765.00,28,Normandie,14,Calvados,FZ,Construction,2020-07-21
Activite Partielle,3415.00,26640.00,12481475.00,3140.00,28,Normandie,14,Calvados,GZ,Commerce,2020-07-21
Activite Partielle,310.00,9160.00,3793365.00,285.00,28,Normandie,14,Calvados,HZ,Transports et entreposage,2020-07-21
Activite Partielle,2005.00,13325.00,7627525.00,1795.00,28,Normandie,14,Calvados,IZ,Hébergement et restauration,2020-07-21
Activite Partielle,220.00,1650.00,716570.00,195.00,28,Normandie,14,Calvados,JZ,Information et communication,2020-07-21
Activite Partielle,410.00,1815.00,730020.00,380.00,28,Normandie,14,Calvados,KZ,Act. financières et d'assurance,2020-07-21
Activite Partielle,345.00,1765.00,698445.00,320.00,28,Normandie,14,Calvados,LZ,Activités immobilières,2020-07-21
Activite Partielle,1925.00,29465.00,11409315.00,1715.00,28,Normandie,14,Calvados,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-21
Activite Partielle,1145.00,11000.00,3405035.00,1020.00,28,Normandie,14,Calvados,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-21
Activite Partielle,1820.00,10070.00,3796305.00,1545.00,28,Normandie,14,Calvados,RU,Autres activités de services,2020-07-21
